Location,INDICATOR,SUBJECT,MEASURE,Date,Value,Numar_persoane,Barbati,Femei
PRT,EMPEDU,Gimnaziu,PC_25_64,2002,72.964134,28,25,3
PRT,EMPEDU,Gimnaziu,PC_25_64,2003,72.351944,63,31,32
PRT,EMPEDU,Gimnaziu,PC_25_64,2004,71.897057,27,3,24
PRT,EMPEDU,Gimnaziu,PC_25_64,2005,71.476646,79,47,32
PRT,EMPEDU,Gimnaziu,PC_25_64,2006,71.702599,67,41,26
PRT,EMPEDU,Gimnaziu,PC_25_64,2007,71.578384,25,24,1
PRT,EMPEDU,Gimnaziu,PC_25_64,2008,71.708557,83,52,31
PRT,EMPEDU,Gimnaziu,PC_25_64,2009,69.000137,10,1,9
PRT,EMPEDU,Gimnaziu,PC_25_64,2010,68.210884,83,79,4
PRT,EMPEDU,Gimnaziu,PC_25_64,2011,65.928818,27,10,17
PRT,EMPEDU,Gimnaziu,PC_25_64,2012,63.18148,60,23,37
PRT,EMPEDU,Gimnaziu,PC_25_64,2013,61.807949,36,32,4
PRT,EMPEDU,Gimnaziu,PC_25_64,2014,60.243687,21,0,21
PRT,EMPEDU,Gimnaziu,PC_25_64,2015,61.999107,32,18,14
PRT,EMPEDU,Gimnaziu,PC_25_64,2016,63.326221,32,11,21
PRT,EMPEDU,Gimnaziu,PC_25_64,2017,66.630455,67,61,6
PRT,EMPEDU,Gimnaziu,PC_25_64,2018,68.628967,22,12,10
PRT,EMPEDU,Gimnaziu,PC_25_64,2019,68.98822,71,32,39
PRT,EMPEDU,Gimnaziu,PC_25_64,2020,68.479317,41,4,37
PRT,EMPEDU,Gimnaziu,PC_25_64,2021,69.907143,66,20,46
SVN,EMPEDU,Facultate,PC_25_64,2000,86.084763,67,37,30
SVN,EMPEDU,Facultate,PC_25_64,2002,86.060104,12,7,5
SVN,EMPEDU,Facultate,PC_25_64,2003,86.073631,98,24,74
SVN,EMPEDU,Facultate,PC_25_64,2004,86.81031,58,50,8
SVN,EMPEDU,Facultate,PC_25_64,2005,86.963692,66,59,7
SVN,EMPEDU,Facultate,PC_25_64,2006,88.171173,81,53,28
SVN,EMPEDU,Facultate,PC_25_64,2007,87.654411,58,38,20
SVN,EMPEDU,Facultate,PC_25_64,2008,87.860756,42,33,9
SVN,EMPEDU,Facultate,PC_25_64,2009,88.38195,49,16,33
SVN,EMPEDU,Facultate,PC_25_64,2010,87.317764,36,4,32
SVN,EMPEDU,Facultate,PC_25_64,2011,86.415886,27,5,22
SVN,EMPEDU,Facultate,PC_25_64,2012,85.092415,83,74,9
SVN,EMPEDU,Facultate,PC_25_64,2013,83.792725,96,40,56
SVN,EMPEDU,Facultate,PC_25_64,2014,83.187988,41,17,24
SVN,EMPEDU,Facultate,PC_25_64,2015,84.415833,50,38,12
SVN,EMPEDU,Facultate,PC_25_64,2016,85.174232,10,4,6
SVN,EMPEDU,Facultate,PC_25_64,2017,86.597931,77,67,10
SVN,EMPEDU,Facultate,PC_25_64,2018,88.878952,25,14,11
SVN,EMPEDU,Facultate,PC_25_64,2019,90.312386,26,21,5
SVN,EMPEDU,Facultate,PC_25_64,2020,90.399612,94,92,2
SVN,EMPEDU,Facultate,PC_25_64,2021,89.71,35,16,19
SVN,EMPEDU,Gimnaziu,PC_25_64,2000,53.375412,95,86,9
SVN,EMPEDU,Gimnaziu,PC_25_64,2002,55.630177,59,37,22
SVN,EMPEDU,Gimnaziu,PC_25_64,2003,54.237309,64,35,29
SVN,EMPEDU,Gimnaziu,PC_25_64,2004,55.915066,74,6,68
SVN,EMPEDU,Gimnaziu,PC_25_64,2005,56.059303,61,38,23
SVN,EMPEDU,Gimnaziu,PC_25_64,2006,55.910934,75,5,70
SVN,EMPEDU,Gimnaziu,PC_25_64,2007,56.216133,21,15,6
SVN,EMPEDU,Gimnaziu,PC_25_64,2008,54.957649,51,42,9
SVN,EMPEDU,Gimnaziu,PC_25_64,2009,53.66087,79,50,29
SVN,EMPEDU,Gimnaziu,PC_25_64,2010,51.082619,17,4,13
SVN,EMPEDU,Gimnaziu,PC_25_64,2011,46.672646,27,26,1
SVN,EMPEDU,Gimnaziu,PC_25_64,2012,47.193939,55,30,25
SVN,EMPEDU,Gimnaziu,PC_25_64,2013,45.486839,98,26,72
SVN,EMPEDU,Gimnaziu,PC_25_64,2014,48.500076,15,11,4
SVN,EMPEDU,Gimnaziu,PC_25_64,2015,48.964321,52,36,16
SVN,EMPEDU,Gimnaziu,PC_25_64,2016,46.098511,76,67,9
SVN,EMPEDU,Gimnaziu,PC_25_64,2017,45.92458,68,62,6
SVN,EMPEDU,Gimnaziu,PC_25_64,2018,51.293549,61,6,55
SVN,EMPEDU,Gimnaziu,PC_25_64,2019,50.619339,10,9,1
SVN,EMPEDU,Gimnaziu,PC_25_64,2020,48.289345,22,12,10
SVN,EMPEDU,Gimnaziu,PC_25_64,2021,49.83,75,11,64
DNK,EMPEDU,Liceu,PC_25_64,1981,82.837196,44,32,12
DNK,EMPEDU,Liceu,PC_25_64,1988,83.71212,59,53,6
DNK,EMPEDU,Liceu,PC_25_64,1991,80.894974,17,13,4
DNK,EMPEDU,Liceu,PC_25_64,1992,80.804176,15,4,11
DNK,EMPEDU,Liceu,PC_25_64,1994,79.862686,77,70,7
DNK,EMPEDU,Liceu,PC_25_64,1995,80.470116,20,2,18
DNK,EMPEDU,Liceu,PC_25_64,1998,79.116905,57,16,41
DNK,EMPEDU,Liceu,PC_25_64,1999,80.734215,54,21,33
DNK,EMPEDU,Liceu,PC_25_64,2000,80.931572,66,64,2
DNK,EMPEDU,Liceu,PC_25_64,2001,80.952553,70,11,59
DNK,EMPEDU,Liceu,PC_25_64,2002,80.331329,75,63,12
DNK,EMPEDU,Liceu,PC_25_64,2003,79.761818,75,56,19
DNK,EMPEDU,Liceu,PC_25_64,2004,79.827087,29,6,23
DNK,EMPEDU,Liceu,PC_25_64,2005,79.935875,52,48,4
DNK,EMPEDU,Liceu,PC_25_64,2006,81.282875,59,39,20
DNK,EMPEDU,Liceu,PC_25_64,2007,82.279282,67,25,42
DNK,EMPEDU,Liceu,PC_25_64,2008,81.370178,16,10,6
DNK,EMPEDU,Liceu,PC_25_64,2009,78.272186,43,26,17
DNK,EMPEDU,Liceu,PC_25_64,2010,77.806847,58,2,56
DNK,EMPEDU,Liceu,PC_25_64,2011,77.94986,53,28,25
DNK,EMPEDU,Liceu,PC_25_64,2012,77.52253,36,11,25
DNK,EMPEDU,Liceu,PC_25_64,2013,77.874519,46,10,36
DNK,EMPEDU,Liceu,PC_25_64,2014,78.09037,84,55,29
DNK,EMPEDU,Liceu,PC_25_64,2015,79.556328,55,21,34
DNK,EMPEDU,Liceu,PC_25_64,2016,79.909019,41,27,14
DNK,EMPEDU,Liceu,PC_25_64,2017,80.767326,85,19,66
DNK,EMPEDU,Liceu,PC_25_64,2018,81.561127,97,4,93
DNK,EMPEDU,Liceu,PC_25_64,2019,82.051392,91,10,81
DNK,EMPEDU,Liceu,PC_25_64,2020,80.746338,18,5,13
DNK,EMPEDU,Liceu,PC_25_64,2021,81.850777,54,7,47
JPN,EMPEDU,Facultate,PC_25_64,1997,80.688339,33,3,30
JPN,EMPEDU,Facultate,PC_25_64,1998,79.46048,88,51,37
JPN,EMPEDU,Facultate,PC_25_64,1999,79.202538,66,38,28
JPN,EMPEDU,Facultate,PC_25_64,2000,79.043961,17,4,13
JPN,EMPEDU,Facultate,PC_25_64,2001,79.949562,24,18,6
JPN,EMPEDU,Facultate,PC_25_64,2002,79.184807,38,13,25
JPN,EMPEDU,Facultate,PC_25_64,2003,79.232857,98,64,34
JPN,EMPEDU,Facultate,PC_25_64,2004,79.276932,61,56,5
JPN,EMPEDU,Facultate,PC_25_64,2005,79.389313,76,11,65
JPN,EMPEDU,Facultate,PC_25_64,2006,79.81118,82,20,62
JPN,EMPEDU,Facultate,PC_25_64,2007,80.144402,46,11,35
JPN,EMPEDU,Facultate,PC_25_64,2008,79.749916,10,7,3
JPN,EMPEDU,Facultate,PC_25_64,2009,79.746834,27,0,27
JPN,EMPEDU,Facultate,PC_25_64,2010,79.517265,39,2,37
JPN,EMPEDU,Facultate,PC_25_64,2011,79.573174,96,86,10
JPN,EMPEDU,Facultate,PC_25_64,2012,79.766914,59,39,20
JPN,EMPEDU,Facultate,PC_25_64,2013,80.867592,21,4,17
JPN,EMPEDU,Facultate,PC_25_64,2014,81.603622,18,8,10
JPN,EMPEDU,Facultate,PC_25_64,2015,82.291,90,26,64
JPN,EMPEDU,Facultate,PC_25_64,2016,83.333336,66,50,16
JPN,EMPEDU,Facultate,PC_25_64,2017,84.042557,58,32,26
JPN,EMPEDU,Facultate,PC_25_64,2018,85.335411,66,0,66
JPN,EMPEDU,Facultate,PC_25_64,2019,86.019836,91,45,46
JPN,EMPEDU,Facultate,PC_25_64,2020,86.036583,49,4,45
JPN,EMPEDU,Facultate,PC_25_64,2021,86.121841,21,9,12
CZE,EMPEDU,Facultate,PC_25_64,1994,90.673035,100,80,20
CZE,EMPEDU,Facultate,PC_25_64,1995,91.861259,62,36,26
CZE,EMPEDU,Facultate,PC_25_64,1997,89.319771,59,29,30
CZE,EMPEDU,Facultate,PC_25_64,1998,88.654297,40,7,33
CZE,EMPEDU,Facultate,PC_25_64,1999,87.393341,100,16,84
CZE,EMPEDU,Facultate,PC_25_64,2000,86.837059,35,23,12
CZE,EMPEDU,Facultate,PC_25_64,2001,87.750053,19,13,6
CZE,EMPEDU,Facultate,PC_25_64,2002,87.063774,21,20,1
CZE,EMPEDU,Facultate,PC_25_64,2003,86.460495,46,42,4
CZE,EMPEDU,Facultate,PC_25_64,2004,86.382202,47,17,30
CZE,EMPEDU,Facultate,PC_25_64,2005,85.798317,68,26,42
CZE,EMPEDU,Facultate,PC_25_64,2006,85.073532,82,65,17
CZE,EMPEDU,Facultate,PC_25_64,2007,85.218811,91,89,2
CZE,EMPEDU,Facultate,PC_25_64,2008,85.116821,38,5,33
CZE,EMPEDU,Facultate,PC_25_64,2009,84.264351,64,61,3
CZE,EMPEDU,Facultate,PC_25_64,2010,83.333153,62,47,15
CZE,EMPEDU,Facultate,PC_25_64,2011,83.094688,24,13,11
CZE,EMPEDU,Facultate,PC_25_64,2012,83.56321,81,10,71
CZE,EMPEDU,Facultate,PC_25_64,2013,84.885902,82,19,63
CZE,EMPEDU,Facultate,PC_25_64,2014,84.497963,21,2,19
CZE,EMPEDU,Facultate,PC_25_64,2015,84.831734,49,24,25
CZE,EMPEDU,Facultate,PC_25_64,2016,85.599098,26,3,23
CZE,EMPEDU,Facultate,PC_25_64,2017,86.036484,16,2,14
CZE,EMPEDU,Facultate,PC_25_64,2018,87.262779,29,14,15
CZE,EMPEDU,Facultate,PC_25_64,2019,86.606911,36,6,30
CZE,EMPEDU,Facultate,PC_25_64,2020,85.621941,62,0,62
CZE,EMPEDU,Facultate,PC_25_64,2021,86.516075,95,58,37
PRT,EMPEDU,Facultate,PC_25_64,1994,90.123001,20,2,18
PRT,EMPEDU,Facultate,PC_25_64,1995,89.020508,77,75,2
PRT,EMPEDU,Facultate,PC_25_64,1998,89.35424,88,23,65
PRT,EMPEDU,Facultate,PC_25_64,1999,89.957069,95,69,26
PRT,EMPEDU,Facultate,PC_25_64,2000,90.606468,68,42,26
PRT,EMPEDU,Facultate,PC_25_64,2001,90.815102,73,23,50
PRT,EMPEDU,Facultate,PC_25_64,2002,88.576721,70,12,58
PRT,EMPEDU,Facultate,PC_25_64,2003,87.495903,28,19,9
PRT,EMPEDU,Facultate,PC_25_64,2004,88.006653,25,7,18
PRT,EMPEDU,Facultate,PC_25_64,2005,87.309158,92,38,54
PRT,EMPEDU,Facultate,PC_25_64,2006,86.410294,36,7,29
PRT,EMPEDU,Facultate,PC_25_64,2007,85.943375,79,78,1
PRT,EMPEDU,Facultate,PC_25_64,2008,86.722115,35,31,4
PRT,EMPEDU,Facultate,PC_25_64,2009,86.702446,46,39,7
PRT,EMPEDU,Facultate,PC_25_64,2010,85.388908,95,55,40
PRT,EMPEDU,Facultate,PC_25_64,2011,83.354813,29,16,13
PRT,EMPEDU,Facultate,PC_25_64,2012,81.837296,70,41,29
PRT,EMPEDU,Facultate,PC_25_64,2013,80.21447,35,9,26
PRT,EMPEDU,Facultate,PC_25_64,2014,82.502396,78,40,38
PRT,EMPEDU,Facultate,PC_25_64,2015,83.632805,32,9,23
PRT,EMPEDU,Facultate,PC_25_64,2016,85.010117,38,28,10
PRT,EMPEDU,Facultate,PC_25_64,2017,86.72818,44,14,30
PRT,EMPEDU,Facultate,PC_25_64,2018,88.341423,40,22,18
PRT,EMPEDU,Facultate,PC_25_64,2019,88.488724,26,5,21
PRT,EMPEDU,Facultate,PC_25_64,2020,87.931183,60,29,31
PRT,EMPEDU,Facultate,PC_25_64,2021,89.740768,83,70,13
ISL,EMPEDU,Liceu,PC_25_64,2003,89.752701,99,29,70
ISL,EMPEDU,Liceu,PC_25_64,2004,88.493721,41,21,20
ISL,EMPEDU,Liceu,PC_25_64,2005,88.908348,62,40,22
ISL,EMPEDU,Liceu,PC_25_64,2006,89.358322,85,30,55
ISL,EMPEDU,Liceu,PC_25_64,2007,89.511948,19,11,8
ISL,EMPEDU,Liceu,PC_25_64,2008,87.207062,40,27,13
ISL,EMPEDU,Liceu,PC_25_64,2009,83.64772,34,33,1
ISL,EMPEDU,Liceu,PC_25_64,2010,81.599663,56,27,29
ISL,EMPEDU,Liceu,PC_25_64,2011,82.494347,76,56,20
ISL,EMPEDU,Liceu,PC_25_64,2012,83.891525,28,6,22
ISL,EMPEDU,Liceu,PC_25_64,2013,84.997749,61,7,54
ISL,EMPEDU,Liceu,PC_25_64,2014,84.965332,86,62,24
ISL,EMPEDU,Liceu,PC_25_64,2015,86.394966,75,50,25
ISL,EMPEDU,Liceu,PC_25_64,2016,86.499107,17,11,6
ISL,EMPEDU,Liceu,PC_25_64,2017,87.784927,18,2,16
ISL,EMPEDU,Liceu,PC_25_64,2018,85.214729,66,23,43
ISL,EMPEDU,Liceu,PC_25_64,2019,84.531822,91,25,66
ISL,EMPEDU,Liceu,PC_25_64,2020,81.447174,29,3,26
ISL,EMPEDU,Liceu,PC_25_64,2021,82.324173,82,74,8
OAVG,EMPEDU,Gimnaziu,PC_25_64,1995,57.66068,41,16,25
OAVG,EMPEDU,Gimnaziu,PC_25_64,1998,55.468965,29,22,7
OAVG,EMPEDU,Gimnaziu,PC_25_64,1999,55.154235,41,4,37
OAVG,EMPEDU,Gimnaziu,PC_25_64,2000,54.490719,56,45,11
OAVG,EMPEDU,Gimnaziu,PC_25_64,2001,55.638376,57,24,33
OAVG,EMPEDU,Gimnaziu,PC_25_64,2002,55.015654,20,16,4
OAVG,EMPEDU,Gimnaziu,PC_25_64,2003,56.193619,46,28,18
OAVG,EMPEDU,Gimnaziu,PC_25_64,2004,56.276657,97,96,1
OAVG,EMPEDU,Gimnaziu,PC_25_64,2005,56.290888,39,18,21
OAVG,EMPEDU,Gimnaziu,PC_25_64,2006,57.52231,81,38,43
OAVG,EMPEDU,Gimnaziu,PC_25_64,2007,57.969394,76,49,27
OAVG,EMPEDU,Gimnaziu,PC_25_64,2008,57.642614,30,26,4
OAVG,EMPEDU,Gimnaziu,PC_25_64,2009,55.464429,75,35,40
OAVG,EMPEDU,Gimnaziu,PC_25_64,2010,54.410024,24,6,18
OAVG,EMPEDU,Gimnaziu,PC_25_64,2011,54.55543,99,3,96
OAVG,EMPEDU,Gimnaziu,PC_25_64,2012,54.429122,41,2,39
OAVG,EMPEDU,Gimnaziu,PC_25_64,2013,54.494625,69,7,62
OAVG,EMPEDU,Gimnaziu,PC_25_64,2014,55.744686,80,50,30
OAVG,EMPEDU,Gimnaziu,PC_25_64,2015,56.254118,79,48,31
OAVG,EMPEDU,Gimnaziu,PC_25_64,2016,56.722147,20,6,14
OAVG,EMPEDU,Gimnaziu,PC_25_64,2017,57.920604,22,15,7
OAVG,EMPEDU,Gimnaziu,PC_25_64,2018,58.673499,97,86,11
OAVG,EMPEDU,Gimnaziu,PC_25_64,2019,58.89869,92,2,90
OAVG,EMPEDU,Gimnaziu,PC_25_64,2020,57.473597,72,62,10
OAVG,EMPEDU,Gimnaziu,PC_25_64,2021,57.821336,26,16,10
BEL,EMPEDU,Liceu,PC_25_64,1989,75.044487,15,4,11
BEL,EMPEDU,Liceu,PC_25_64,1991,75.237045,42,6,36
BEL,EMPEDU,Liceu,PC_25_64,1992,75.079285,89,65,24
BEL,EMPEDU,Liceu,PC_25_64,1994,72.841629,66,51,15
BEL,EMPEDU,Liceu,PC_25_64,1995,72.07476,45,11,34
BEL,EMPEDU,Liceu,PC_25_64,2000,75.092308,63,31,32
BEL,EMPEDU,Liceu,PC_25_64,2001,73.902603,92,46,46
BEL,EMPEDU,Liceu,PC_25_64,2002,73.819321,76,51,25
BEL,EMPEDU,Liceu,PC_25_64,2003,72.764198,55,25,30
BEL,EMPEDU,Liceu,PC_25_64,2004,73.063675,70,69,1
BEL,EMPEDU,Liceu,PC_25_64,2005,73.987434,40,34,6
BEL,EMPEDU,Liceu,PC_25_64,2006,73.192039,85,80,5
BEL,EMPEDU,Liceu,PC_25_64,2007,74.18573,96,57,39
BEL,EMPEDU,Liceu,PC_25_64,2008,74.738068,58,50,8
BEL,EMPEDU,Liceu,PC_25_64,2009,74.008049,39,36,3
BEL,EMPEDU,Liceu,PC_25_64,2010,74.490921,30,18,12
BEL,EMPEDU,Liceu,PC_25_64,2011,74.001999,50,17,33
BEL,EMPEDU,Liceu,PC_25_64,2012,73.492508,72,69,3
BEL,EMPEDU,Liceu,PC_25_64,2013,73.590157,61,50,11
BEL,EMPEDU,Liceu,PC_25_64,2014,72.793587,53,14,39
BEL,EMPEDU,Liceu,PC_25_64,2015,72.179436,79,44,35
BEL,EMPEDU,Liceu,PC_25_64,2016,72.983177,95,80,15
BEL,EMPEDU,Liceu,PC_25_64,2017,73.307259,80,67,13
BEL,EMPEDU,Liceu,PC_25_64,2018,74.1306,91,47,44
BEL,EMPEDU,Liceu,PC_25_64,2019,74.593086,12,3,9
BEL,EMPEDU,Liceu,PC_25_64,2020,73.420418,68,15,53
BEL,EMPEDU,Liceu,PC_25_64,2021,72.769821,20,14,6
CZE,EMPEDU,Gimnaziu,PC_25_64,1994,55.94545,48,30,18
CZE,EMPEDU,Gimnaziu,PC_25_64,1995,55.585411,66,39,27
CZE,EMPEDU,Gimnaziu,PC_25_64,1997,51.074863,64,0,64
CZE,EMPEDU,Gimnaziu,PC_25_64,1998,49.501915,67,50,17
CZE,EMPEDU,Gimnaziu,PC_25_64,1999,46.921894,66,45,21
CZE,EMPEDU,Gimnaziu,PC_25_64,2000,46.878235,88,32,56
CZE,EMPEDU,Gimnaziu,PC_25_64,2001,46.677689,78,71,7
CZE,EMPEDU,Gimnaziu,PC_25_64,2002,45.287331,20,15,5
CZE,EMPEDU,Gimnaziu,PC_25_64,2003,45.96307,53,21,32
CZE,EMPEDU,Gimnaziu,PC_25_64,2004,42.303959,28,7,21
CZE,EMPEDU,Gimnaziu,PC_25_64,2005,41.195751,40,23,17
CZE,EMPEDU,Gimnaziu,PC_25_64,2006,43.939117,14,7,7
CZE,EMPEDU,Gimnaziu,PC_25_64,2007,45.668751,94,41,53
CZE,EMPEDU,Gimnaziu,PC_25_64,2008,46.547138,79,61,18
CZE,EMPEDU,Gimnaziu,PC_25_64,2009,43.948586,97,5,92
CZE,EMPEDU,Gimnaziu,PC_25_64,2010,43.15493,45,39,6
CZE,EMPEDU,Gimnaziu,PC_25_64,2011,42.19772,11,1,10
CZE,EMPEDU,Gimnaziu,PC_25_64,2012,40.431568,90,39,51
CZE,EMPEDU,Gimnaziu,PC_25_64,2013,41.836891,32,14,18
CZE,EMPEDU,Gimnaziu,PC_25_64,2014,43.02264,55,41,14
CZE,EMPEDU,Gimnaziu,PC_25_64,2015,41.919285,92,24,68
CZE,EMPEDU,Gimnaziu,PC_25_64,2016,45.122135,85,50,35
CZE,EMPEDU,Gimnaziu,PC_25_64,2017,50.521461,92,1,91
CZE,EMPEDU,Gimnaziu,PC_25_64,2018,52.233006,42,7,35
CZE,EMPEDU,Gimnaziu,PC_25_64,2019,55.278542,60,36,24
CZE,EMPEDU,Gimnaziu,PC_25_64,2020,57.004353,12,6,6
CZE,EMPEDU,Gimnaziu,PC_25_64,2021,55.651592,55,0,55
OAVG,EMPEDU,Facultate,PC_25_64,1995,83.528082,19,8,11
OAVG,EMPEDU,Facultate,PC_25_64,1997,83.231458,44,15,29
OAVG,EMPEDU,Facultate,PC_25_64,1998,83.411681,18,0,18
OAVG,EMPEDU,Facultate,PC_25_64,1999,83.068562,65,22,43
OAVG,EMPEDU,Facultate,PC_25_64,2000,83.646744,59,13,46
OAVG,EMPEDU,Facultate,PC_25_64,2001,83.836471,52,7,45
OAVG,EMPEDU,Facultate,PC_25_64,2002,83.446665,43,33,10
OAVG,EMPEDU,Facultate,PC_25_64,2003,83.578273,53,3,50
OAVG,EMPEDU,Facultate,PC_25_64,2004,83.528714,58,15,43
OAVG,EMPEDU,Facultate,PC_25_64,2005,84.228368,17,10,7
OAVG,EMPEDU,Facultate,PC_25_64,2006,84.754958,84,22,62
OAVG,EMPEDU,Facultate,PC_25_64,2007,84.925167,43,35,8
OAVG,EMPEDU,Facultate,PC_25_64,2008,84.82686,90,22,68
OAVG,EMPEDU,Facultate,PC_25_64,2009,83.808446,78,7,71
OAVG,EMPEDU,Facultate,PC_25_64,2010,83.20186,31,5,26
OAVG,EMPEDU,Facultate,PC_25_64,2011,83.201661,40,10,30
OAVG,EMPEDU,Facultate,PC_25_64,2012,83.270747,10,5,5
OAVG,EMPEDU,Facultate,PC_25_64,2013,83.208864,37,25,12
OAVG,EMPEDU,Facultate,PC_25_64,2014,83.366845,41,33,8
OAVG,EMPEDU,Facultate,PC_25_64,2015,83.781566,75,60,15
OAVG,EMPEDU,Facultate,PC_25_64,2016,84.241196,69,53,16
OAVG,EMPEDU,Facultate,PC_25_64,2017,84.756621,12,1,11
OAVG,EMPEDU,Facultate,PC_25_64,2018,85.214266,16,4,12
OAVG,EMPEDU,Facultate,PC_25_64,2019,85.573694,50,8,42
OAVG,EMPEDU,Facultate,PC_25_64,2020,84.551066,10,6,4
OAVG,EMPEDU,Facultate,PC_25_64,2021,85.435486,15,5,10
LVA,EMPEDU,Gimnaziu,PC_25_64,1996,38.830215,80,56,24
LVA,EMPEDU,Gimnaziu,PC_25_64,1997,45.49308,26,3,23
LVA,EMPEDU,Gimnaziu,PC_25_64,1998,43.742031,89,52,37
LVA,EMPEDU,Gimnaziu,PC_25_64,1999,41.322517,69,30,39
LVA,EMPEDU,Gimnaziu,PC_25_64,2000,40.365482,26,19,7
LVA,EMPEDU,Gimnaziu,PC_25_64,2001,46.780468,11,2,9
LVA,EMPEDU,Gimnaziu,PC_25_64,2002,47.951,53,51,2
LVA,EMPEDU,Gimnaziu,PC_25_64,2003,48.767609,35,10,25
LVA,EMPEDU,Gimnaziu,PC_25_64,2004,48.595268,94,49,45
LVA,EMPEDU,Gimnaziu,PC_25_64,2005,50.311817,71,63,8
LVA,EMPEDU,Gimnaziu,PC_25_64,2006,54.311527,98,41,57
LVA,EMPEDU,Gimnaziu,PC_25_64,2007,59.257423,45,37,8
LVA,EMPEDU,Gimnaziu,PC_25_64,2008,57.436234,37,28,9
LVA,EMPEDU,Gimnaziu,PC_25_64,2009,48.141289,48,37,11
LVA,EMPEDU,Gimnaziu,PC_25_64,2010,47.062054,58,23,35
LVA,EMPEDU,Gimnaziu,PC_25_64,2011,48.480335,62,28,34
LVA,EMPEDU,Gimnaziu,PC_25_64,2012,51.792015,94,9,85
LVA,EMPEDU,Gimnaziu,PC_25_64,2013,50.888634,25,12,13
LVA,EMPEDU,Gimnaziu,PC_25_64,2014,54.105034,36,25,11
LVA,EMPEDU,Gimnaziu,PC_25_64,2015,56.425018,38,17,21
LVA,EMPEDU,Gimnaziu,PC_25_64,2016,58.827591,14,6,8
LVA,EMPEDU,Gimnaziu,PC_25_64,2017,61.445526,29,5,24
LVA,EMPEDU,Gimnaziu,PC_25_64,2018,61.97654,20,1,19
LVA,EMPEDU,Gimnaziu,PC_25_64,2019,64.924088,100,36,64
LVA,EMPEDU,Gimnaziu,PC_25_64,2020,64.772354,31,29,2
LVA,EMPEDU,Gimnaziu,PC_25_64,2021,61.950157,46,42,4
NZL,EMPEDU,Facultate,PC_25_64,1981,80.668991,53,0,53
NZL,EMPEDU,Facultate,PC_25_64,1990,78.059586,86,55,31
NZL,EMPEDU,Facultate,PC_25_64,1991,80.108696,39,23,16
NZL,EMPEDU,Facultate,PC_25_64,1992,81.200104,50,6,44
NZL,EMPEDU,Facultate,PC_25_64,1994,82.677162,17,12,5
NZL,EMPEDU,Facultate,PC_25_64,1995,81.505806,74,37,37
NZL,EMPEDU,Facultate,PC_25_64,1997,82.370399,54,6,48
NZL,EMPEDU,Facultate,PC_25_64,1998,81.462387,64,53,11
NZL,EMPEDU,Facultate,PC_25_64,1999,81.896866,73,37,36
NZL,EMPEDU,Facultate,PC_25_64,2000,82.212578,80,62,18
NZL,EMPEDU,Facultate,PC_25_64,2001,83.60714,85,12,73
NZL,EMPEDU,Facultate,PC_25_64,2002,83.004349,36,2,34
NZL,EMPEDU,Facultate,PC_25_64,2003,82.737076,42,37,5
NZL,EMPEDU,Facultate,PC_25_64,2004,83.3955,75,70,5
NZL,EMPEDU,Facultate,PC_25_64,2005,84.097366,20,7,13
NZL,EMPEDU,Facultate,PC_25_64,2006,84.499748,80,19,61
NZL,EMPEDU,Facultate,PC_25_64,2007,83.715759,78,8,70
NZL,EMPEDU,Facultate,PC_25_64,2008,84.524803,92,10,82
NZL,EMPEDU,Facultate,PC_25_64,2009,83.979782,63,23,40
NZL,EMPEDU,Facultate,PC_25_64,2010,83.764519,71,35,36
NZL,EMPEDU,Facultate,PC_25_64,2011,84.363251,46,41,5
NZL,EMPEDU,Facultate,PC_25_64,2012,83.918861,69,33,36
NZL,EMPEDU,Facultate,PC_25_64,2013,85.759773,10,0,10
NZL,EMPEDU,Facultate,PC_25_64,2014,87.229301,77,54,23
NZL,EMPEDU,Facultate,PC_25_64,2015,87.458748,72,45,27
NZL,EMPEDU,Facultate,PC_25_64,2016,87.252823,37,16,21
NZL,EMPEDU,Facultate,PC_25_64,2017,88.607033,10,7,3
NZL,EMPEDU,Facultate,PC_25_64,2018,88.085152,52,17,35
NZL,EMPEDU,Facultate,PC_25_64,2019,88.311958,85,41,44
NZL,EMPEDU,Facultate,PC_25_64,2020,87.897606,48,5,43
NZL,EMPEDU,Facultate,PC_25_64,2021,88.977936,41,40,1
DEU,EMPEDU,Liceu,PC_25_64,1989,68.458542,53,0,53
DEU,EMPEDU,Liceu,PC_25_64,1991,72.35878,50,5,45
DEU,EMPEDU,Liceu,PC_25_64,1992,71.75132,28,24,4
DEU,EMPEDU,Liceu,PC_25_64,1994,70.181198,45,35,10
DEU,EMPEDU,Liceu,PC_25_64,1995,70.956406,98,19,79
DEU,EMPEDU,Liceu,PC_25_64,1997,68.222221,96,54,42
DEU,EMPEDU,Liceu,PC_25_64,1998,67.916527,48,28,20
DEU,EMPEDU,Liceu,PC_25_64,1999,69.875267,26,5,21
DEU,EMPEDU,Liceu,PC_25_64,2000,70.378204,80,14,66
DEU,EMPEDU,Liceu,PC_25_64,2001,70.535309,92,0,92
DEU,EMPEDU,Liceu,PC_25_64,2002,70.330383,91,77,14
DEU,EMPEDU,Liceu,PC_25_64,2003,69.734657,76,48,28
DEU,EMPEDU,Liceu,PC_25_64,2004,69.45546,54,43,11
DEU,EMPEDU,Liceu,PC_25_64,2005,70.591591,77,31,46
DEU,EMPEDU,Liceu,PC_25_64,2006,72.533493,77,34,43
